obligor_id,obligor_name,group_id,group_name,country,sector,as_of_date,rating_numeric,rating_band,prev_rating,rating_change,is_upgrade,is_downgrade,risk_score,leverage,interest_coverage,ebitda_margin,days_past_due,exposure_at_default,is_watchlist,is_default
3,Obligor_0003,67,Group_067,BR,Utilities,2022-03-30,9,Watchlist,8.0,1.0,0,1,0.9,3.8832541881240283,2.1540245676923133,0.17868119777792363,3,1.0953753327288964,1,0
3,Obligor_0003,67,Group_067,BR,Utilities,2022-06-30,9,Watchlist,9.0,0.0,0,0,0.9,3.4245294289331434,2.957386437899604,0.17405832797975446,5,0.26991744443152516,1,0
3,Obligor_0003,67,Group_067,BR,Utilities,2022-09-30,9,Watchlist,9.0,0.0,0,0,0.9,4.891360929102867,2.364759347769202,0.09831926558478785,7,0.15082685184008648,1,0
3,Obligor_0003,67,Group_067,BR,Utilities,2022-12-30,10,Default,9.0,1.0,0,1,1.0,3.8040370477384955,3.867573795368356,-0.029147826033830412,4,1.1829890293577479,0,1
3,Obligor_0003,67,Group_067,BR,Utilities,2023-03-30,10,Default,10.0,0.0,0,0,1.0,4.436640875997581,2.6261249463550334,0.11168654173247249,4,0.8961665830824699,0,1
3,Obligor_0003,67,Group_067,BR,Utilities,2023-06-30,10,Default,10.0,0.0,0,0,1.0,5.38419529806618,2.8956170761482696,0.1050155149789065,4,0.2769126248820763,0,1
3,Obligor_0003,67,Group_067,BR,Utilities,2023-09-30,10,Default,10.0,0.0,0,0,1.0,6.240881087931832,0.5518725891797613,0.049094069651546154,7,0.32036600095485435,0,1
3,Obligor_0003,67,Group_067,BR,Utilities,2023-12-30,10,Default,10.0,0.0,0,0,1.0,5.271258265790664,0.8287645527707617,0.058917136937006606,6,0.47329941422081256,0,1
4,Obligor_0004,17,Group_017,BR,TMT,2020-03-30,6,Sub_IG,,,0,0,0.6,3.892588510386184,3.6788384261044733,0.08222213757897005,1,0.4555637791552331,0,0
4,Obligor_0004,17,Group_017,BR,TMT,2020-06-30,6,Sub_IG,6.0,0.0,0,0,0.6,4.164006311915211,1.6507764917936703,0.14572621148922543,0,0.23786710963201183,0,0
4,Obligor_0004,17,Group_017,BR,TMT,2020-09-30,6,Sub_IG,6.0,0.0,0,0,0.6,2.933989829977568,2.5755241571248986,0.09087971896197115,2,0.7489058430981329,0,0
4,Obligor_0004,17,Group_017,BR,TMT,2020-12-30,6,Sub_IG,6.0,0.0,0,0,0.6,3.8844735235843952,4.379412613088388,0.14025437296085702,3,0.5076288326780247,0,0
4,Obligor_0004,17,Group_017,BR,TMT,2021-03-30,6,Sub_IG,6.0,0.0,0,0,0.6,3.885152877251139,2.5541442002945383,0.25082705655243925,0,0.1662272667985843,0,0
4,Obligor_0004,17,Group_017,BR,TMT,2021-06-30,6,Sub_IG,6.0,0.0,0,0,0.6,4.307330063496026,1.9902672937128898,0.12270800414484186,0,0.4634593614165609,0,0
4,Obligor_0004,17,Group_017,BR,TMT,2021-09-30,6,Sub_IG,6.0,0.0,0,0,0.6,5.55953272888564,3.8675433113058153,0.07399832059036045,3,0.6854522264827533,0,0
4,Obligor_0004,17,Group_017,BR,TMT,2021-12-30,6,Sub_IG,6.0,0.0,0,0,0.6,2.8442432978874326,5.273532246040845,0.05933277675949945,3,0.3006931767308118,0,0
4,Obligor_0004,17,Group_017,BR,TMT,2022-03-30,6,Sub_IG,6.0,0.0,0,0,0.6,3.914625671897859,2.391354843137462,0.14850344186842274,0,0.37560890540630293,0,0
4,Obligor_0004,17,Group_017,BR,TMT,2022-06-30,6,Sub_IG,6.0,0.0,0,0,0.6,2.916543319205708,4.424025798142837,0.23214467583753767,0,0.48922828757420284,0,0
4,Obligor_0004,17,Group_017,BR,TMT,2022-09-30,6,Sub_IG,6.0,0.0,0,0,0.6,3.8476451347246448,2.2668250334354623,0.08692000064458129,1,0.11632006621758309,0,0
4,Obligor_0004,17,Group_017,BR,TMT,2022-12-30,7,Sub_IG,6.0,1.0,0,1,0.7,3.7947785012174045,2.787532218892987,0.01625169314071559,4,0.38556624100187925,0,0
4,Obligor_0004,17,Group_017,BR,TMT,2023-03-30,8,Watchlist,7.0,1.0,0,1,0.8,3.5539575847490203,2.5308670602988528,0.2013732956251822,7,0.5577134956428209,1,0
4,Obligor_0004,17,Group_017,BR,TMT,2023-06-30,8,Watchlist,8.0,0.0,0,0,0.8,5.2391644213708455,1.8180182599180332,0.24181272094133738,2,0.47700239273505113,1,0
4,Obligor_0004,17,Group_017,BR,TMT,2023-09-30,9,Watchlist,8.0,1.0,0,1,0.9,4.978953392695301,3.1753953115481384,0.14583628701388054,8,1.1395388072100614,1,0
4,Obligor_0004,17,Group_017,BR,TMT,2023-12-30,8,Watchlist,9.0,-1.0,1,0,0.8,5.157098940757832,1.0602790894758947,0.13752771648191206,6,0.7317875814072453,1,0
5,Obligor_0005,33,Group_033,CN,Energy,2020-03-30,4,Investment_Grade,,,0,0,0.4,3.4278423227327544,3.9950476101590784,0.15133627595777363,1,0.33163191333445313,0,0
5,Obligor_0005,33,Group_033,CN,Energy,2020-06-30,4,Investment_Grade,4.0,0.0,0,0,0.4,3.7504984669539425,4.874164578192928,0.18205103840813133,1,0.41547163892582506,0,0
5,Obligor_0005,33,Group_033,CN,Energy,2020-09-30,4,Investment_Grade,4.0,0.0,0,0,0.4,4.91624844885142,4.592163469244204,0.1797402566059107,2,0.5655150590582907,0,0
5,Obligor_0005,33,Group_033,CN,Energy,2020-12-30,4,Investment_Grade,4.0,0.0,0,0,0.4,3.7980958634236215,4.291215060785658,0.16214934048228002,1,0.06870391928395886,0,0
5,Obligor_0005,33,Group_033,CN,Energy,2021-03-30,3,Investment_Grade,4.0,-1.0,1,0,0.3,4.1655695844116085,5.685299393201337,0.10838453889121771,0,0.14581139943376012,0,0
5,Obligor_0005,33,Group_033,CN,Energy,2021-06-30,3,Investment_Grade,3.0,0.0,0,0,0.3,3.1677805880982897,3.8803826329193147,0.16988474502173717,4,0.4291270314024333,0,0
5,Obligor_0005,33,Group_033,CN,Energy,2021-09-30,3,Investment_Grade,3.0,0.0,0,0,0.3,4.101212140354982,2.575273851383276,0.1510793372265313,1,1.5632260291098412,0,0
5,Obligor_0005,33,Group_033,CN,Energy,2021-12-30,3,Investment_Grade,3.0,0.0,0,0,0.3,3.2157564481362892,4.235206885571953,0.1158975376870833,1,0.3827732106998267,0,0
5,Obligor_0005,33,Group_033,CN,Energy,2022-03-30,3,Investment_Grade,3.0,0.0,0,0,0.3,2.2725043367582294,3.9742376894453098,0.16976799896164999,1,0.901807397475712,0,0
5,Obligor_0005,33,Group_033,CN,Energy,2022-06-30,3,Investment_Grade,3.0,0.0,0,0,0.3,3.5946919784552707,1.9841794289601382,0.13169013286363568,3,0.16244475579415954,0,0
5,Obligor_0005,33,Group_033,CN,Energy,2022-09-30,3,Investment_Grade,3.0,0.0,0,0,0.3,3.2707878001772266,2.974898739491613,0.15938676119837494,0,0.3172165896733356,0,0
5,Obligor_0005,33,Group_033,CN,Energy,2022-12-30,4,Investment_Grade,3.0,1.0,0,1,0.4,2.662653048421917,2.5473739636830457,0.1708244135243043,0,0.2630959989985777,0,0
5,Obligor_0005,33,Group_033,CN,Energy,2023-03-30,4,Investment_Grade,4.0,0.0,0,0,0.4,3.934044996171222,2.9854670744871505,0.17790768082315336,0,0.5415279692948014,0,0
5,Obligor_0005,33,Group_033,CN,Energy,2023-06-30,4,Investment_Grade,4.0,0.0,0,0,0.4,3.174531460532675,3.4488257359013073,0.12492209376992938,1,0.8166231287936088,0,0
5,Obligor_0005,33,Group_033,CN,Energy,2023-09-30,5,Sub_IG,4.0,1.0,0,1,0.5,6.164848894923877,3.1871260387956077,0.16251959290774987,1,0.3799480651882935,0,0
5,Obligor_0005,33,Group_033,CN,Energy,2023-12-30,5,Sub_IG,5.0,0.0,0,0,0.5,2.9748904366104325,2.7211952713966108,0.1741590353448334,1,0.3384599462926246,0,0
6,Obligor_0006,48,Group_048,MX,Manufacturing,2020-03-30,2,Investment_Grade,,,0,0,0.2,2.5509525402849023,3.146061458766328,0.21269425266614356,1,1.1516920530111625,0,0
6,Obligor_0006,48,Group_048,MX,Manufacturing,2020-06-30,2,Investment_Grade,2.0,0.0,0,0,0.2,4.008685774653454,4.7774517087590755,0.17924304162544857,1,2.042939685653621,0,0
6,Obligor_0006,48,Group_048,MX,Manufacturing,2020-09-30,2,Investment_Grade,2.0,0.0,0,0,0.2,3.3068846835519374,4.5165718612226815,0.1942674341522581,2,0.32718354267820027,0,0
6,Obligor_0006,48,Group_048,MX,Manufacturing,2020-12-30,2,Investment_Grade,2.0,0.0,0,0,0.2,3.994441616483553,4.546671498657041,0.1429299948448488,0,0.4153234790710179,0,0
6,Obligor_0006,48,Group_048,MX,Manufacturing,2021-03-30,2,Investment_Grade,2.0,0.0,0,0,0.2,3.6662737377285306,6.17901121933423,0.2928459875520657,0,0.532613358194533,0,0
6,Obligor_0006,48,Group_048,MX,Manufacturing,2021-06-30,2,Investment_Grade,2.0,0.0,0,0,0.2,2.9923850104481726,4.562874053539785,0.1607944151779953,0,0.5840485412755463,0,0
6,Obligor_0006,48,Group_048,MX,Manufacturing,2021-09-30,2,Investment_Grade,2.0,0.0,0,0,0.2,2.434635324844258,4.033342227719501,0.22005923948351508,1,0.5211001353872381,0,0
6,Obligor_0006,48,Group_048,MX,Manufacturing,2021-12-30,2,Investment_Grade,2.0,0.0,0,0,0.2,4.149758156509622,4.294194007578829,0.13966203600696547,0,0.10762305619355864,0,0
6,Obligor_0006,48,Group_048,MX,Manufacturing,2022-03-30,2,Investment_Grade,2.0,0.0,0,0,0.2,2.49808487008749,4.498819221179584,0.18273769366012538,2,0.595652806623119,0,0
6,Obligor_0006,48,Group_048,MX,Manufacturing,2022-06-30,2,Investment_Grade,2.0,0.0,0,0,0.2,3.791234172814913,5.015793348211364,0.18087121379451326,2,1.7225427873950743,0,0
6,Obligor_0006,48,Group_048,MX,Manufacturing,2022-09-30,2,Investment_Grade,2.0,0.0,0,0,0.2,4.043299130079794,4.355279573157359,0.19039069423017885,2,0.1420374095938824,0,0
6,Obligor_0006,48,Group_048,MX,Manufacturing,2022-12-30,3,Investment_Grade,2.0,1.0,0,1,0.3,3.511157537179028,2.1570790994842137,0.11359985709242118,3,0.144270810338682,0,0
6,Obligor_0006,48,Group_048,MX,Manufacturing,2023-03-30,3,Investment_Grade,3.0,0.0,0,0,0.3,3.3870967250185378,3.6632518767507736,0.17547212239533666,3,0.17998250517261907,0,0
6,Obligor_0006,48,Group_048,MX,Manufacturing,2023-06-30,3,Investment_Grade,3.0,0.0,0,0,0.3,2.911391726737286,4.101493175363453,0.13185626695413516,0,0.6872243786519997,0,0
6,Obligor_0006,48,Group_048,MX,Manufacturing,2023-09-30,3,Investment_Grade,3.0,0.0,0,0,0.3,3.923919901693011,5.404201565651649,0.19697287475862188,0,0.12614526629367584,0,0
6,Obligor_0006,48,Group_048,MX,Manufacturing,2023-12-30,3,Investment_Grade,3.0,0.0,0,0,0.3,1.4678498182428719,3.314104354053614,0.11208855401707979,0,0.9858063414226916,0,0
7,Obligor_0007,76,Group_076,JP,Real Estate,2020-03-30,8,Watchlist,,,0,0,0.8,5.101008437339767,0.964739139379371,0.13129498908912746,5,0.21046979951229752,1,0
7,Obligor_0007,76,Group_076,JP,Real Estate,2020-06-30,8,Watchlist,8.0,0.0,0,0,0.8,4.683633438683,2.664377206560724,0.11458461553496302,9,0.7856168851551018,1,0
7,Obligor_0007,76,Group_076,JP,Real Estate,2020-09-30,8,Watchlist,8.0,0.0,0,0,0.8,4.444029010196223,3.4662369215087123,0.20874529259398317,6,0.29440887070461846,1,0
7,Obligor_0007,76,Group_076,JP,Real Estate,2020-12-30,8,Watchlist,8.0,0.0,0,0,0.8,4.7696115922646936,2.2065770585976034,0.1718893667417546,10,0.26512778571760803,1,0
7,Obligor_0007,76,Group_076,JP,Real Estate,2021-03-30,7,Sub_IG,8.0,-1.0,1,0,0.7,3.43851052564751,5.283049487037445,0.19262486686087268,5,0.6255577756010517,0,0
7,Obligor_0007,76,Group_076,JP,Real Estate,2021-06-30,7,Sub_IG,7.0,0.0,0,0,0.7,2.710905118346882,5.04749806598964,0.08542224449956931,6,0.6638995337172306,0,0
7,Obligor_0007,76,Group_076,JP,Real Estate,2021-09-30,8,Watchlist,7.0,1.0,0,1,0.8,4.928002548967774,2.5275272854510824,0.09683185003339201,4,0.25862903252364616,1,0
7,Obligor_0007,76,Group_076,JP,Real Estate,2021-12-30,8,Watchlist,8.0,0.0,0,0,0.8,5.521582320529283,2.786713156833219,0.11579658433006587,3,0.5312948085315096,1,0
7,Obligor_0007,76,Group_076,JP,Real Estate,2022-03-30,9,Watchlist,8.0,1.0,0,1,0.9,3.582418619644284,3.668731474208643,0.165227937569311,3,0.703126873362778,1,0
7,Obligor_0007,76,Group_076,JP,Real Estate,2022-06-30,10,Default,9.0,1.0,0,1,1.0,4.263263946102511,1.91016527286987,0.11880381470039898,9,0.11900702966156593,0,1
7,Obligor_0007,76,Group_076,JP,Real Estate,2022-09-30,10,Default,10.0,0.0,0,0,1.0,5.526627425119205,1.1959114827464825,0.06254112127318746,5,0.42148038329705134,0,1
7,Obligor_0007,76,Group_076,JP,Real Estate,2022-12-30,10,Default,10.0,0.0,0,0,1.0,5.251222831962797,2.8889319062352623,0.06465460923004761,9,0.416196852334599,0,1
7,Obligor_0007,76,Group_076,JP,Real Estate,2023-03-30,10,Default,10.0,0.0,0,0,1.0,7.074175919414696,2.464412842435296,0.1596235771569965,3,0.12206031365666635,0,1
7,Obligor_0007,76,Group_076,JP,Real Estate,2023-06-30,10,Default,10.0,0.0,0,0,1.0,5.752960228178129,1.1926551879841876,0.12041700268496543,8,0.44002115633702366,0,1
7,Obligor_0007,76,Group_076,JP,Real Estate,2023-09-30,10,Default,10.0,0.0,0,0,1.0,5.584797130325134,2.279164170249759,0.10262306774773929,7,0.42520004733170574,0,1
7,Obligor_0007,76,Group_076,JP,Real Estate,2023-12-30,10,Default,10.0,0.0,0,0,1.0,4.465347910003582,1.8399394813917214,0.09848063945704362,6,0.7887957955148739,0,1
8,Obligor_0008,59,Group_059,JP,Transport,2020-03-30,8,Watchlist,,,0,0,0.8,4.967364057473478,2.2149043086576334,0.16076978303438788,7,0.6134570044455315,1,0
8,Obligor_0008,59,Group_059,JP,Transport,2020-06-30,8,Watchlist,8.0,0.0,0,0,0.8,5.646789563732758,1.8141603716661576,0.06328123974628347,10,1.1841364828891232,1,0
8,Obligor_0008,59,Group_059,JP,Transport,2020-09-30,8,Watchlist,8.0,0.0,0,0,0.8,4.484926464448966,2.721403111622548,0.11859305356819289,5,0.5741608288431386,1,0
8,Obligor_0008,59,Group_059,JP,Transport,2020-12-30,8,Watchlist,8.0,0.0,0,0,0.8,4.517949798384008,2.3341426331105124,0.12158106129217289,6,0.2234340769290713,1,0
8,Obligor_0008,59,Group_059,JP,Transport,2021-03-30,8,Watchlist,8.0,0.0,0,0,0.8,4.698947468624853,2.8847065767587283,0.05370449256248375,5,0.32244393435558244,1,0
8,Obligor_0008,59,Group_059,JP,Transport,2021-06-30,8,Watchlist,8.0,0.0,0,0,0.8,4.134850922969436,3.4198376220649758,0.10562992955060682,5,0.8918692314251877,1,0
8,Obligor_0008,59,Group_059,JP,Transport,2021-09-30,9,Watchlist,8.0,1.0,0,1,0.9,4.98827445988632,2.531566369430897,0.22232622049572875,4,0.7852965955919899,1,0
8,Obligor_0008,59,Group_059,JP,Transport,2021-12-30,9,Watchlist,9.0,0.0,0,0,0.9,4.970780496792977,2.548684599376326,0.0662496131422046,5,0.7408989041655657,1,0
8,Obligor_0008,59,Group_059,JP,Transport,2022-03-30,10,Default,9.0,1.0,0,1,1.0,6.035990489226459,1.4588229318325237,0.10630199798679064,3,0.7953918728406959,0,1
8,Obligor_0008,59,Group_059,JP,Transport,2022-06-30,10,Default,10.0,0.0,0,0,1.0,4.867425290242508,3.174356014514868,-0.0038564277564801103,7,0.551143293969432,0,1
8,Obligor_0008,59,Group_059,JP,Transport,2022-09-30,10,Default,10.0,0.0,0,0,1.0,5.472309982244454,1.1514706790212328,0.09305437453258696,5,0.4921122548225013,0,1
8,Obligor_0008,59,Group_059,JP,Transport,2022-12-30,10,Default,10.0,0.0,0,0,1.0,4.888304302605564,0.3880079981918714,0.04628127285926588,2,0.3962860385896819,0,1
8,Obligor_0008,59,Group_059,JP,Transport,2023-03-30,10,Default,10.0,0.0,0,0,1.0,5.4478316092475705,0.9290165193959128,0.08240896016929379,4,0.9136870930341617,0,1
8,Obligor_0008,59,Group_059,JP,Transport,2023-06-30,10,Default,10.0,0.0,0,0,1.0,4.824959080945671,3.0342639114328724,0.12130833900701034,3,0.5544853136656707,0,1
8,Obligor_0008,59,Group_059,JP,Transport,2023-09-30,10,Default,10.0,0.0,0,0,1.0,5.401431090861644,2.458897820198274,0.04371170403099815,6,0.10813983286836498,0,1
8,Obligor_0008,59,Group_059,JP,Transport,2023-12-30,10,Default,10.0,0.0,0,0,1.0,5.509765080361913,3.3119426229320563,0.11205173110710605,4,0.5781553898102151,0,1
9,Obligor_0009,22,Group_022,UK,Utilities,2020-03-30,4,Investment_Grade,,,0,0,0.4,3.053340706859534,2.476948474833364,0.10901131854885043,0,0.8365234057659606,0,0
9,Obligor_0009,22,Group_022,UK,Utilities,2020-06-30,4,Investment_Grade,4.0,0.0,0,0,0.4,4.571662794469421,6.120218220267479,0.0812273319795994,1,0.2412878557063777,0,0
9,Obligor_0009,22,Group_022,UK,Utilities,2020-09-30,4,Investment_Grade,4.0,0.0,0,0,0.4,3.6834658291363853,3.516315814759647,0.1971352024047753,0,0.30240119670729537,0,0
9,Obligor_0009,22,Group_022,UK,Utilities,2020-12-30,4,Investment_Grade,4.0,0.0,0,0,0.4,3.4711423137616952,2.0396565315586086,0.09992958432590951,1,0.4465680606492922,0,0
9,Obligor_0009,22,Group_022,UK,Utilities,2021-03-30,3,Investment_Grade,4.0,-1.0,1,0,0.3,3.102994321830985,6.295783166975651,0.13480806971094236,0,1.1803681253234313,0,0
9,Obligor_0009,22,Group_022,UK,Utilities,2021-06-30,3,Investment_Grade,3.0,0.0,0,0,0.3,3.808740194668769,2.7898977384606636,0.1274631198228813,1,0.35376995957030777,0,0
9,Obligor_0009,22,Group_022,UK,Utilities,2021-09-30,3,Investment_Grade,3.0,0.0,0,0,0.3,3.5967648177675344,3.7021042864827867,0.1668442032327125,3,0.35692649913600527,0,0
9,Obligor_0009,22,Group_022,UK,Utilities,2021-12-30,4,Investment_Grade,3.0,1.0,0,1,0.4,4.05956502987918,3.594247759560334,0.14961511554082207,2,0.6222053607407814,0,0
9,Obligor_0009,22,Group_022,UK,Utilities,2022-03-30,4,Investment_Grade,4.0,0.0,0,0,0.4,4.073154549022935,4.244083142500329,0.1397384060424176,2,0.5109814076373242,0,0
9,Obligor_0009,22,Group_022,UK,Utilities,2022-06-30,5,Sub_IG,4.0,1.0,0,1,0.5,4.426009251745125,2.708696524066636,0.1045631822448452,1,0.2774746076637468,0,0
9,Obligor_0009,22,Group_022,UK,Utilities,2022-09-30,5,Sub_IG,5.0,0.0,0,0,0.5,5.94339888130714,4.539313228775777,0.1267348667574473,0,0.45764819225888537,0,0
9,Obligor_0009,22,Group_022,UK,Utilities,2022-12-30,5,Sub_IG,5.0,0.0,0,0,0.5,4.027784230132296,4.2536361695107425,0.15469208230919157,1,0.4597900515056277,0,0
9,Obligor_0009,22,Group_022,UK,Utilities,2023-03-30,6,Sub_IG,5.0,1.0,0,1,0.6,3.6857986293991987,3.2190668197804664,0.13789464472002155,0,1.0723448311734576,0,0
9,Obligor_0009,22,Group_022,UK,Utilities,2023-06-30,6,Sub_IG,6.0,0.0,0,0,0.6,2.7861306673632362,4.524329434461497,0.18808845413419267,0,0.22808876579223356,0,0
